,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Content Rating NUM,Category NUM
110,Sweet Selfie Beauty Camera,BEAUTY,4.3,601,35,100000,Free,0.0,Everyone,Beauty,"June 2, 2018",2.0.0,4.0 and up,1,2
108,Prom MakeUp Tutorial,BEAUTY,4.8,104,12,10000,Free,0.0,Everyone,Beauty,"June 26, 2018",1.3,4.0.3 and up,1,2
106,Tie - Always be happy,BEAUTY,4.7,964,9.0,50000,Free,0.0,Everyone,Beauty,"June 21, 2018",4.0,4.2 and up,1,2
105,Filters for Selfie,BEAUTY,4.3,8572,25,1000000,Free,0.0,Everyone,Beauty,"May 10, 2018",1.1.0,4.0 and up,1,2
104,Hairstyles step by step,BEAUTY,4.6,4369,14,100000,Free,0.0,Everyone,Beauty,"July 25, 2018",1.9,4.0.3 and up,1,2
103,Beauty Selfie Camera,BEAUTY,4.2,2225,52,500000,Free,0.0,Everyone,Beauty,"February 28, 2018",1.6,4.1 and up,1,2
112,Selfie Camera Photo Editor & Filter & Sticker,BEAUTY,4.1,187,30,50000,Free,0.0,Teen,Beauty,"July 24, 2018",3.0.1,4.0.3 and up,4,2
125,Filters for B Live,BEAUTY,4.4,2280,24,500000,Free,0.0,Everyone,Beauty,"May 14, 2018",1.1.0,4.0 and up,1,2
124,"Sticker Camera - Selfie Filters, Beauty Camera",BEAUTY,3.9,2277,22,500000,Free,0.0,Everyone,Beauty,"July 12, 2018",1.1.0,4.0.3 and up,1,2
127,Facial Wrinkle Reduction,BEAUTY,4.6,184,21,10000,Free,0.0,Everyone,Beauty,"July 2, 2018",1.5,4.1 and up,1,2
10289,Female Daily,BEAUTY,3.9,4354,42,100000,Free,0.0,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up,4,2
6506,BN Whitening Shoppe Ph,BEAUTY,4.0,2,13,100,Free,0.0,Everyone,Beauty,"March 6, 2018",1.0.8,4.0.3 and up,1,2
8505,DK Studio Barbershop,BEAUTY,4.191767218366257,8,17,100,Free,0.0,Everyone,Beauty,"March 20, 2018",1.1,4.1 and up,1,2
98,Hush - Beauty for Everyone,BEAUTY,4.7,18900,17,500000,Free,0.0,Everyone,Beauty,"August 2, 2018",6.10.1,5.0 and up,1,2
126,Skin Care and Natural Beauty,BEAUTY,4.191767218366257,654,7.4,100000,Free,0.0,Teen,Beauty,"July 17, 2018",1.15,4.1 and up,4,2
138,Girls hairstyles 2018,BEAUTY,4.2,62,3.1,10000,Free,0.0,Everyone,Beauty,"May 28, 2018",1.9.2,4.0.3 and up,1,2
137,Methods of teeth whitening,BEAUTY,4.7,257,4.6,50000,Free,0.0,Everyone,Beauty,"August 7, 2017",1.0,4.0.3 and up,1,2
136,Rainbow Camera,BEAUTY,3.7,3871,23,1000000,Free,0.0,Everyone,Beauty,"July 30, 2018",2.2.0,4.0 and up,1,2
122,"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",BEAUTY,4.5,26834,57,1000000,Free,0.0,Everyone,Beauty,"July 24, 2018",18.5,5.0 and up,1,2
134,"Lady adviser (beauty, health)",BEAUTY,4.191767218366257,30,9.9,10000,Free,0.0,Mature 17+,Beauty,"January 24, 2018",3.0,3.0 and up,3,2
133,Dresses Ideas & Fashions +3000,BEAUTY,4.5,473,8.2,100000,Free,0.0,Mature 17+,Beauty,"March 1, 2017",1.0.2.0,1.6 and up,3,2
128,Makeup Videos,BEAUTY,3.8,9,3.4,5000,Free,0.0,Everyone,Beauty,"June 7, 2018",1.0,4.0 and up,1,2
129,"Secrets of beauty, youth and health",BEAUTY,4.191767218366257,77,2.9,10000,Free,0.0,Mature 17+,Beauty,"August 8, 2017",2.0,2.3 and up,3,2
132,Eyeliner step by step 2018,BEAUTY,4.3,18,3.2,5000,Free,0.0,Everyone,Beauty,"June 1, 2018",1.2.13,4.0.3 and up,1,2
131,Discover Color,BEAUTY,4.0,364,6.4,100000,Free,0.0,Everyone,Beauty,"May 24, 2018",1.1,4.0.3 and up,1,2
135,Step By Step Hairstyles For Women,BEAUTY,4.1,66,2.9,10000,Free,0.0,Everyone,Beauty,"April 5, 2018",3.1.89,4.0.3 and up,1,2
130,Recipes and tips for losing weight,BEAUTY,4.191767218366257,35,3.1,10000,Free,0.0,Everyone 10+,Beauty,"December 11, 2017",2.0,3.0 and up,2,2
9338,EGW Writings,BOOKS_AND_REFERENCE,4.7,24278,3.1,1000000,Free,0.0,Everyone,Books & Reference,"December 27, 2017",2.1.2,2.2 and up,1,3
7498,cloudLibrary,BOOKS_AND_REFERENCE,4.0,10774,35,100000,Free,0.0,Everyone,Books & Reference,"June 28, 2018",3.8.10,4.1 and up,1,3
6020,BD All Sim Offer,BOOKS_AND_REFERENCE,4.5,197,2.8,10000,Free,0.0,Everyone,Books & Reference,"January 3, 2017",1.2,4.1 and up,1,3
9335,EGW Writings 2,BOOKS_AND_REFERENCE,4.7,6547,16,100000,Free,0.0,Everyone,Books & Reference,"December 8, 2017",4.0.3,4.0.3 and up,1,3
6018,BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,6.5,1000,Free,0.0,Everyone,Books & Reference,"March 15, 2017",3.15317,3.0 and up,1,3
6165,Cъновник BG,BOOKS_AND_REFERENCE,4.191767218366257,13,4.1,1000,Free,0.0,Everyone,Books & Reference,"January 21, 2017",250,4.0 and up,1,3
5016,AE Bulletins,BOOKS_AND_REFERENCE,4.5,14,30,1000,Free,0.0,Everyone,Books & Reference,"July 18, 2018",2.2.5,4.0.3 and up,1,3
5076,50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11,5000000,Free,0.0,Teen,Books & Reference,"May 19, 2018",5.3.4,4.4 and up,4,3
5022,Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4.7,263,9.1,10000,Free,0.0,Everyone,Books & Reference,"January 1, 2015",2.0,2.1 and up,1,3
4548,R Quick Reference Big Data,BOOKS_AND_REFERENCE,4.191767218366257,6,3.6,1000,Free,0.0,Everyone,Books & Reference,"May 29, 2017",1.2,2.3 and up,1,3
9344,My Little Pony AR Guide,BOOKS_AND_REFERENCE,3.3,7993,51,1000000,Free,0.0,Everyone,Books & Reference,"November 3, 2017",1.0.6,4.0 and up,1,3
9642,Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,4.1,364452,7.1,10000000,Free,0.0,Everyone,Books & Reference,"July 11, 2018",9.1.363,4.1 and up,1,3
9644,English to Hindi Dictionary,BOOKS_AND_REFERENCE,4.1,71328,11,5000000,Free,0.0,Everyone,Books & Reference,"June 11, 2017",BlueOrange,4.0.3 and up,1,3
9679,O Céu e o Inferno,BOOKS_AND_REFERENCE,4.191767218366257,14,0.7,500,Paid,0.99,Everyone,Books & Reference,"October 7, 2013",1.1,1.6 and up,1,3
6462,"Borneo Bible, BM Bible",BOOKS_AND_REFERENCE,4.9,659,5.0,10000,Free,0.0,Everyone,Books & Reference,"August 28, 2017",4.4.5,4.0 and up,1,3
6464,MOD Black for BM,BOOKS_AND_REFERENCE,4.191767218366257,2,7.8,100,Free,0.0,Everyone,Books & Reference,"July 31, 2017",1.0,4.0 and up,1,3
6501,NOOK Audiobooks,BOOKS_AND_REFERENCE,3.5,2539,8.6,500000,Free,0.0,Everyone,Books & Reference,"July 26, 2018",v1.1.6,4.1 and up,1,3
6516,Browsery by Barnes & Noble,BOOKS_AND_REFERENCE,4.7,146,34,5000,Free,0.0,Everyone,Books & Reference,"April 30, 2018",1.1.3,4.4 and up,1,3
4546,Learn R Programming,BOOKS_AND_REFERENCE,4.191767218366257,0,29,10,Free,0.0,Everyone,Books & Reference,"April 28, 2018",1.0,4.1 and up,1,3
9712,EP Research Service,BOOKS_AND_REFERENCE,4.7,14,27,1000,Free,0.0,Everyone,Books & Reference,"March 5, 2018",1.9,4.1 and up,1,3
6492,Anime Mod for BM,BOOKS_AND_REFERENCE,4.191767218366257,0,8.0,100,Free,0.0,Everyone,Books & Reference,"July 28, 2017",1.0,4.0 and up,1,3
7098,CA Laws 2018 (California Laws and Codes),BOOKS_AND_REFERENCE,3.9,56,38,5000,Free,0.0,Everyone,Books & Reference,"March 24, 2018",1.17,4.4 and up,1,3
9349,SDA Sabbath School Quarterly,BOOKS_AND_REFERENCE,4.7,14773,6.4,500000,Free,0.0,Everyone,Books & Reference,"October 9, 2017",4.1.92,3.0 and up,1,3
6224,B&H Kids AR,BOOKS_AND_REFERENCE,3.9,286,18,10000,Free,0.0,Everyone,Books & Reference,"September 29, 2017",3.2.5,4.0 and up,1,3
7346,ch-mm Dict,BOOKS_AND_REFERENCE,4.191767218366257,0,1.4,10,Paid,1.96,Everyone,Books & Reference,"July 18, 2014",1.0,2.3 and up,1,3
6244,B y H Niños ES,BOOKS_AND_REFERENCE,4.6,53,16,5000,Free,0.0,Everyone,Books & Reference,"September 22, 2015",1.0.2,2.3 and up,1,3
4915,"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS_AND_REFERENCE,4.2,27,3.1,5000,Free,0.0,Everyone,Books & Reference,"February 7, 2018",1.1,4.0 and up,1,3
6296,English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341234,30,10000000,Free,0.0,Everyone 10+,Books & Reference,"March 20, 2018",3.9.1,4.2 and up,2,3
4780,Guide (for X-MEN),BOOKS_AND_REFERENCE,4.6,586,17,100000,Free,0.0,Everyone,Books & Reference,"May 8, 2017",1.1.1,3.0 and up,1,3
9505,Duaa Ek Ibaadat,BOOKS_AND_REFERENCE,4.9,122,26,5000,Free,0.0,Everyone,Books & Reference,"April 10, 2016",1.5,2.2 and up,1,3
7162,Bootable Methods(USB-CD-DVD),BOOKS_AND_REFERENCE,3.4,37,3.4,10000,Free,0.0,Everyone,Books & Reference,"May 31, 2018",1.5,4.0 and up,1,3
4674,V Made,BOOKS_AND_REFERENCE,4.3,241,20,100000,Free,0.0,Everyone,Books & Reference,"February 13, 2018",1.0,4.0.3 and up,1,3
9339,Bible with EGW Comments,BOOKS_AND_REFERENCE,4.7,3776,12,100000,Free,0.0,Everyone,Books & Reference,"February 7, 2018",2.12.0,4.1 and up,1,3
5084,Ag PhD Field Guide,BOOKS_AND_REFERENCE,4.1,114,6.3,10000,Free,0.0,Everyone,Books & Reference,"May 25, 2015",2.0,2.3 and up,1,3
9255,CompactiMa EC pH Calibration,BOOKS_AND_REFERENCE,4.191767218366257,0,8.4,100,Free,0.0,Everyone,Books & Reference,"December 22, 2016",1.1.2,4.1 and up,1,3
8219,"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70,3.5,500,Paid,0.99,Everyone,Books & Reference,"August 30, 2013",1.3,2.1 and up,1,3
5342,Hafizi Quran 15 lines per page,BOOKS_AND_REFERENCE,4.7,55011,68,1000000,Free,0.0,Everyone,Books & Reference,"November 2, 2017",1.1.3,4.1 and up,1,3
5698,日本AV历史,BOOKS_AND_REFERENCE,4.1,215,30,10000,Free,0.0,Teen,Books & Reference,"March 6, 2018",1.2,4.0 and up,4,3
8161,Reksio cz. 1,BOOKS_AND_REFERENCE,4.191767218366257,0,8.6,10,Paid,0.99,Everyone,Books & Reference,"March 30, 2015",1.0.1,4.0.3 and up,1,3
8160,Modlitební knížka CZ,BOOKS_AND_REFERENCE,4.191767218366257,4,18,500,Free,0.0,Everyone,Books & Reference,"February 4, 2018",4.0,4.0.3 and up,1,3
8151,CZ-38 (vz 38) pistol explained,BOOKS_AND_REFERENCE,4.191767218366257,0,13,5,Paid,5.99,Everyone,Books & Reference,"August 10, 2017",Android 3.1 - 2017,1.6 and up,1,3
8150,Pistolet CZ-70 CZ-50 expliqué,BOOKS_AND_REFERENCE,4.191767218366257,0,17,1,Paid,5.99,Everyone,Books & Reference,"November 1, 2016",Android 2.0 - 2016,1.6 and up,1,3
8220,Guide for DB Xenoverse,BOOKS_AND_REFERENCE,4.2,459,11,10000,Free,0.0,Everyone,Books & Reference,"October 1, 2016",1.2,4.0 and up,1,3
8146,CZ-Help,BOOKS_AND_REFERENCE,5.0,2,1.4,5,Free,0.0,Everyone,Books & Reference,"July 13, 2018",0.1,4.4 and up,1,3
8140,CZ-27 pistol explained,BOOKS_AND_REFERENCE,4.191767218366257,1,11,10,Paid,5.99,Everyone,Books & Reference,"September 2, 2015",Android 3.0 - 2015,1.6 and up,1,3
8139,CZ-52 pistol explained,BOOKS_AND_REFERENCE,4.191767218366257,0,9.3,10,Paid,5.99,Everyone,Books & Reference,"September 3, 2015",Android 3.0 - 2015,1.6 and up,1,3
8137,CZ-70 (CZ-50) pistol explained,BOOKS_AND_REFERENCE,4.191767218366257,2,17,10,Paid,5.99,Everyone,Books & Reference,"November 2, 2016",Android 2.1 - 2015,1.6 and up,1,3
8119,BibleRead En Cy Zh Yue,BOOKS_AND_REFERENCE,4.191767218366257,0,12,5,Free,0.0,Everyone,Books & Reference,"May 17, 2018",1.0,4.0 and up,1,3
8114,CY Spray nozzle,BOOKS_AND_REFERENCE,4.191767218366257,0,3.3,10,Free,0.0,Everyone,Books & Reference,"August 3, 2017",1.01.00,4.0.3 and up,1,3
5723,Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3,10000,Free,0.0,Everyone,Books & Reference,"August 4, 2014",1.5,2.2 and up,1,3
5339,Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551,67,1000000,Free,0.0,Everyone,Books & Reference,"April 6, 2018",1.0.7,4.0.3 and up,1,3
8145,CZ-45 pistol explained,BOOKS_AND_REFERENCE,4.191767218366257,1,12,10,Paid,5.49,Everyone,Books & Reference,"August 10, 2017",Android 3.1 - 2015,1.6 and up,1,3
8226,Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,4.4,121,8.7,10000,Free,0.0,Everyone,Books & Reference,"December 23, 2016",1.1.2,4.1 and up,1,3
8232,Guide for IMS DB,BOOKS_AND_REFERENCE,4.191767218366257,0,2.6,10,Free,0.0,Everyone,Books & Reference,"June 11, 2018",1.0.0,4.1 and up,1,3
8644,wikiHow: how to do anything,BOOKS_AND_REFERENCE,4.4,43088,3.0,1000000,Free,0.0,Teen,Books & Reference,"April 19, 2017",2.7.3,4.0 and up,4,3
8555,Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,4.9,1000,Paid,1.99,Everyone,Books & Reference,"February 22, 2017",2.0,2.3 and up,1,3
8544,DM Screen,BOOKS_AND_REFERENCE,4.4,283,5.4,10000,Free,0.0,Everyone 10+,Books & Reference,"January 12, 2018",1.1.10a,4.0 and up,2,3
8474,Bilingual Dictionary Audio App,BOOKS_AND_REFERENCE,2.7,68,87,5000,Free,0.0,Everyone,Books & Reference,"May 2, 2018",1.0.0.22,4.1 and up,1,3
8431,D. H. Lawrence Poems FREE,BOOKS_AND_REFERENCE,4.191767218366257,13,0.9,1000,Free,0.0,Everyone,Books & Reference,"November 22, 2013",1.11,2.3.3 and up,1,3
5561,Satellite AR,BOOKS_AND_REFERENCE,4.1,9636,0.1,1000000,Free,0.0,Everyone,Books & Reference,"September 22, 2011",2.4,2.1 and up,1,3
8353,Fix Error Google Playstore,BOOKS_AND_REFERENCE,4.3,18,5.7,1000,Free,0.0,Everyone,Books & Reference,"July 22, 2017",1.0,4.0 and up,1,3
8798,Dr. Doug's Tips,BOOKS_AND_REFERENCE,4.0,22,34,1000,Free,0.0,Everyone,Books & Reference,"September 1, 2016",1.1,2.3 and up,1,3
8283,Painting Lulu DC Super Friends,BOOKS_AND_REFERENCE,4.191767218366257,7,17,1000,Free,0.0,Everyone,Books & Reference,"February 9, 2017",1.2,4.0.3 and up,1,3
5350,Hisnul Al Muslim - Hisn Invocations & Adhkaar,BOOKS_AND_REFERENCE,4.6,3234,85,100000,Free,0.0,Everyone,Books & Reference,"December 26, 2017",1.7.22,4.1 and up,1,3
8267,DC Public Library,BOOKS_AND_REFERENCE,4.2,20,3.4,1000,Free,0.0,Everyone,Books & Reference,"June 8, 2015",4.6.1,1.6 and up,1,3
8265,DC HSEMA,BOOKS_AND_REFERENCE,3.8,38,7.2,5000,Free,0.0,Everyone,Books & Reference,"June 18, 2018",4.0,4.4 and up,1,3
5348,Surah Al-Waqiah,BOOKS_AND_REFERENCE,4.7,1201,2.9,100000,Free,0.0,Everyone,Books & Reference,"June 24, 2015",1.0,2.3.3 and up,1,3
5346,Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777,23,50000,Free,0.0,Everyone,Books & Reference,"February 15, 2015",1.1,2.2 and up,1,3
5338,Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,4.5,12322,27,500000,Free,0.0,Everyone,Books & Reference,"December 17, 2016",3.0,2.3 and up,1,3
5738,AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,4.2,8,3.9,5000,Free,0.0,Everyone,Books & Reference,"October 7, 2016",1.0,2.3 and up,1,3
5328,Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27,50000,Free,0.0,Everyone,Books & Reference,"April 22, 2018",10.10,4.1 and up,1,3
8919,Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6.9,50000,Free,0.0,Everyone,Books & Reference,"August 4, 2018",0.7,1.0 and up,1,3
9193,EB Annual Meetings,BOOKS_AND_REFERENCE,3.5,11,15,1000,Free,0.0,Everyone,Books & Reference,"April 13, 2018",9.4.7.6,4.0 and up,1,3
5123,Ag PhD Soybean Diseases,BOOKS_AND_REFERENCE,4.191767218366257,0,5.9,1000,Free,0.0,Everyone,Books & Reference,"May 8, 2017",1.0.3,4.0.3 and up,1,3
5896,"Arizona Statutes, ARS (AZ Law)",BOOKS_AND_REFERENCE,3.9,9,8.8,1000,Free,0.0,Everyone,Books & Reference,"October 18, 2017",1.6,4.4 and up,1,3
5899,Oxford A-Z of English Usage,BOOKS_AND_REFERENCE,4.0,5300,11,1000000,Free,0.0,Everyone,Books & Reference,"November 28, 2017",9.1.284,4.1 and up,1,3
7858,Learn CT Scan Of Head,BOOKS_AND_REFERENCE,4.1,10,5.7,5000,Free,0.0,Everyone,Books & Reference,"July 22, 2018",1.5,4.1 and up,1,3
9206,Schlaumeier,BOOKS_AND_REFERENCE,4.191767218366257,0,0.7,5,Paid,0.99,Everyone,Books & Reference,"June 17, 2015",0.1,2.3 and up,1,3
7843,GATE 21 years CS Papers(2011-2018 Solved),BOOKS_AND_REFERENCE,4.191767218366257,1,34,50,Free,0.0,Everyone,Books & Reference,"July 24, 2018",3.0,4.1 and up,1,3
9223,EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3.0,5000,Free,0.0,Everyone,Books & Reference,"November 10, 2017",1.0,4.0.3 and up,1,3
9229,TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1.5,10000,Free,0.0,Everyone,Books & Reference,"March 27, 2018",1.0,3.0 and up,1,3
7780,Stats Royale for Clash Royale,BOOKS_AND_REFERENCE,4.5,68226,16,1000000,Free,0.0,Everyone,Books & Reference,"August 6, 2018",1.9.1,4.2 and up,1,3
5966,BC MVA Fines,BOOKS_AND_REFERENCE,5.0,5,7.2,50,Paid,1.75,Everyone,Books & Reference,"October 8, 2015",1.0,4.1 and up,1,3
7747,Cypress College Library,BOOKS_AND_REFERENCE,4.191767218366257,0,2.1,100,Free,0.0,Everyone,Books & Reference,"December 7, 2015",4.7.2,1.6 and up,1,3
7739,Sabbath School,BOOKS_AND_REFERENCE,4.7,28237,10,100000,Free,0.0,Everyone,Books & Reference,"April 22, 2018",3.2.994,4.0.3 and up,1,3
10833,Chemin (fr),BOOKS_AND_REFERENCE,4.8,44,0.6,1000,Free,0.0,Everyone,Books & Reference,"March 23, 2014",0.8,2.2 and up,1,3
7725,SDA Collegiate Quarterly,BOOKS_AND_REFERENCE,4.5,8,5.1,500,Free,0.0,Everyone,Books & Reference,"July 13, 2018",1.2,4.4 and up,1,3
9244,AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2.7,10000,Free,0.0,Everyone,Books & Reference,"March 27, 2018",2.0,3.0 and up,1,3
5106,Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,4.191767218366257,0,5.2,1000,Free,0.0,Everyone,Books & Reference,"June 9, 2017",2.0,4.0.3 and up,1,3
7946,Easy Cv maker 2018,BOOKS_AND_REFERENCE,3.9,88,5.3,10000,Free,0.0,Everyone,Books & Reference,"March 31, 2018",1.1,4.0 and up,1,3
5091,Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,20,9.7,10000,Free,0.0,Everyone,Books & Reference,"June 21, 2016",1.0,4.0.3 and up,1,3
5128,Fertilizer Removal By Crop,BOOKS_AND_REFERENCE,4.1,295,6.9,50000,Free,0.0,Everyone,Books & Reference,"June 20, 2017",2.0.3,4.0.3 and up,1,3
5237,Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,50,100,Paid,3.99,Everyone,Books & Reference,"June 13, 2016",1.0.0,2.2 and up,1,3
5763,Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5.0,5,4.3,1000,Free,0.0,Everyone,Books & Reference,"October 8, 2016",1.0,2.3 and up,1,3
8920,La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314,9.8,50000,Free,0.0,Everyone,Books & Reference,"March 17, 2016",2.10,2.3.3 and up,1,3
5325,Al Quran Al karim,BOOKS_AND_REFERENCE,4.6,41608,49,1000000,Free,0.0,Everyone,Books & Reference,"November 5, 2017",1.1.7,2.2 and up,1,3
5775,The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6,1000,Free,0.0,Everyone,Books & Reference,"February 14, 2017",5.0,3.0 and up,1,3
5324,Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,4.6,361780,9.7,10000000,Free,0.0,Everyone,Books & Reference,"May 30, 2018",4.1,2.3 and up,1,3
5323,Al Quran Indonesia,BOOKS_AND_REFERENCE,4.8,445756,16,10000000,Free,0.0,Everyone,Books & Reference,"May 15, 2018",2.6.22,4.0 and up,1,3
5321,Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,4.8,57400,14,500000,Free,0.0,Everyone,Books & Reference,"July 30, 2018",1.6.5,4.0 and up,1,3
8927,Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48,5000,Paid,4.6,Everyone,Books & Reference,"October 13, 2016",1.4,2.3 and up,1,3
8023,CW Nuclear,BOOKS_AND_REFERENCE,3.3,15,12,1000,Free,0.0,Everyone,Books & Reference,"November 17, 2017",1.2,4.0 and up,1,3
5319,Al-Quran (Free),BOOKS_AND_REFERENCE,4.6,218451,4.7,10000000,Free,0.0,Everyone,Books & Reference,"May 20, 2018",3.2.3,4.0 and up,1,3
5829,AY Sing,BOOKS_AND_REFERENCE,4.8,111,10,5000,Free,0.0,Everyone,Books & Reference,"May 21, 2018",1.6.2,4.1 and up,1,3
5842,Ay Hasnain k Nana Milad Naat,BOOKS_AND_REFERENCE,4.3,72,1.9,10000,Free,0.0,Everyone,Books & Reference,"December 21, 2015",1.0,2.3 and up,1,3
5850,Ay Mohabbat Teri Khatir Novel,BOOKS_AND_REFERENCE,4.2,27,4.3,10000,Free,0.0,Everyone,Books & Reference,"January 30, 2018",1.0,4.0 and up,1,3
8940,DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1,10000,Free,0.0,Everyone,Books & Reference,"October 18, 2017",2.0.0,4.1 and up,1,3
8943,DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6,50000,Free,0.0,Everyone,Books & Reference,"October 24, 2016",6.0.0,4.0.3 and up,1,3
8960,DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,0.6,1000,Free,0.0,Everyone,Books & Reference,"July 23, 2017",1.09,4.2 and up,1,3
5259,A-J Media Vault,BOOKS_AND_REFERENCE,4.191767218366257,1,24,50,Free,0.0,Everyone,Books & Reference,"January 4, 2017",5.62.1,4.0.3 and up,1,3
7961,How to Write CV,BOOKS_AND_REFERENCE,4.6,244,4.1,100000,Free,0.0,Everyone,Books & Reference,"April 22, 2016",1.0.0,4.0 and up,1,3
5341,Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,4.7,1340,11,10000,Paid,4.49,Everyone,Books & Reference,"May 16, 2018",4.0.5,2.2 and up,1,3
8600,Cossack Dictionary (DN),BOOKS_AND_REFERENCE,4.191767218366257,7,2.3,10,Paid,2.99,Teen,Books & Reference,"April 28, 2018",1.0,4.0.3 and up,4,3
4543,Guide for R Programming,BOOKS_AND_REFERENCE,4.191767218366257,0,3.7,5,Free,0.0,Everyone,Books & Reference,"May 25, 2018",1.0.0,4.1 and up,1,3
10669,Pistolet FN GP35 expliqué,BOOKS_AND_REFERENCE,4.191767218366257,2,7.9,5,Paid,5.99,Everyone,Books & Reference,"August 19, 2014",Android 2.0 - 2014,1.6 and up,1,3
10674,Pistolet FN 1906 expliqué,BOOKS_AND_REFERENCE,4.191767218366257,0,5.2,10,Paid,5.49,Everyone,Books & Reference,"August 17, 2014",Android 2.0 - 2014,1.6 and up,1,3
10724,English To Shona Dictionary,BOOKS_AND_REFERENCE,4.6,60,3.7,10000,Free,0.0,Everyone,Books & Reference,"July 10, 2016",1.4,3.0 and up,1,3
10761,Greek Bible FP (Audio),BOOKS_AND_REFERENCE,4.191767218366257,5,8.0,1000,Free,0.0,Everyone,Books & Reference,"August 29, 2016",1.0.0,4.0.3 and up,1,3
10815,Golden Dictionary (FR-AR),BOOKS_AND_REFERENCE,4.2,5775,4.9,500000,Free,0.0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up,1,3
10819,Fanfic-FR,BOOKS_AND_REFERENCE,3.3,52,3.6,5000,Free,0.0,Teen,Books & Reference,"August 5, 2017",0.3.4,4.1 and up,4,3
10829,Bulgarian French Dictionary Fr,BOOKS_AND_REFERENCE,4.6,603,7.4,10000,Free,0.0,Everyone,Books & Reference,"June 19, 2016",2.96,4.1 and up,1,3
186,English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30,10000000,Free,0.0,Everyone 10+,Books & Reference,"March 20, 2018",3.9.1,4.2 and up,2,3
185,URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,4.191767218366257,114,7.3,100000,Free,0.0,Everyone,Books & Reference,"August 7, 2015",1.1,5.1 and up,1,3
184,Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42,500000,Free,0.0,Everyone,Books & Reference,"February 15, 2018",3.1.7.9,2.2 and up,1,3
183,All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,Free,0.0,Everyone,Books & Reference,"July 29, 2018",1.15,4.0.3 and up,1,3
182,Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000,Free,0.0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up,1,3
181,English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10,1000000,Free,0.0,Everyone,Books & Reference,"July 28, 2018",2.5.3,4.0 and up,1,3
180,SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,4.191767218366257,2,7.2,50000,Free,0.0,Everyone,Books & Reference,"June 15, 2018",3.0,6.0 and up,1,3
10668,FN model 1900 pistol explained,BOOKS_AND_REFERENCE,4.191767218366257,0,8.2,10,Paid,6.49,Everyone,Books & Reference,"September 5, 2015",Android 3.0 - 2015,1.6 and up,1,3
10664,The FN HP pistol explained,BOOKS_AND_REFERENCE,4.191767218366257,1,8.5,10,Paid,6.49,Everyone,Books & Reference,"September 6, 2015",Android 3.0 - 2015,1.6 and up,1,3
